"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20193","04233341","37","7","1","48","E","160","D"
"20193","04233341","37","8","1","55","E","170","D"
"20193","04233341","37","9","1","51","E","180","D"
"20193","04233341","37","10","1","97","E","190","D"
"20193","04234051","29","0","1","","H","","A"
"20193","04234051","29","1","1","82","E","100","D"
"20193","04234051","29","2","1","26","E","110","D"
"20193","04234051","29","3","1","172","E","130","D"
"20193","04234181","38","0","1","","H","","A"
"20193","04234181","38","1","1","63","E","100","D"
"20193","04234181","38","2","1","27","E","110","D"
"20193","04234181","38","3","1","42","E","120","D"
"20193","04234181","38","4","1","5","E","140","D"
"20193","04234181","38","5","1","223","E","150","D"
"20193","04234181","38","6","1","32","E","160","D"
"20193","04234181","38","7","1","11","E","170","D"
"20193","04234181","38","8","1","113","E","180","D"
"20193","04234181","38","9","1","34","E","190","D"
"20193","04235841","90","0","1","","H","","A"
"20193","04235841","90","1","1","534","E","100","D"
"20193","04235841","90","2","1","124","E","110","D"
"20193","04235841","90","3","1","156","E","120","D"
"20193","04235841","90","4","1","915","E","130","D"
"20193","04235841","90","5","1","33","E","140","D"
"20193","04235841","90","6","1","1244","E","150","D"
"20193","04235841","90","7","1","277","E","160","D"
"20193","04235841","90","8","1","91","E","170","D"
"20193","04235841","90","9","1","255","E","180","D"
"20193","04235841","90","10","1","182","E","190","D"
"20193","04235841","90","11","1","268","E","210","D"
"20193","04235841","90","12","1","221","E","220","D"
"20193","04237691","28","0","1","","H","","A"
"20193","04237691","28","1","1","117","E","100","D"
"20193","04237691","28","2","1","24","E","110","D"
"20193","04237691","28","3","1","38","E","120","D"
"20193","04237691","28","4","1","219","E","130","D"
"20193","04237691","28","5","1","8","E","140","D"
"20193","04237691","28","6","1","326","E","150","D"
"20193","04237691","28","7","1","29","E","160","D"
"20193","04237691","28","8","1","28","E","170","D"
"20193","04237691","28","9","1","48","E","180","D"
"20193","04237691","28","10","1","35","E","190","D"
"20193","04237691","28","11","1","68","E","210","D"
"20193","04237691","28","12","1","60","E","220","D"
"20193","04239721","24","0","1","","H","","A"
"20193","04239721","24","1","1","27","E","120","D"
"20193","04239721","24","2","1","4","E","140","D"
"20193","04239721","24","3","1","165","E","150","D"
"20193","04239721","24","4","1","17","E","160","D"
"20193","04239721","24","5","1","20","E","170","D"
"20193","04239721","24","6","1","62","E","180","D"
"20193","04239721","24","7","1","25","E","190","D"
"20193","04244051","45","0","1","","H","","A"
"20193","04244051","45","1","1","536","E","130","D"
"20193","04244051","45","2","1","197","E","210","D"
"20193","04244051","45","3","1","167","E","220","D"
"20193","04244941","55","0","1","","H","","A"
"20193","04244941","55","1","1","41","E","120","D"
"20193","04244941","55","2","1","8","E","140","D"
"20193","04244941","55","3","1","337","E","150","D"
"20193","04244941","55","4","1","74","E","160","D"
"20193","04244941","55","5","1","24","E","170","D"
"20193","04244941","55","6","1","68","E","180","D"
"20193","04244941","55","7","1","48","E","190","D"
"20193","04245062","45","0","1","","H","","A"
"20193","04245062","45","1","1","487","E","100","D"
"20193","04245062","45","2","1","113","E","110","D"
"20193","04246061","29","0","1","","H","","A"
"20193","04246061","29","1","1","17","E","120","D"
"20193","04246061","29","2","1","104","E","130","D"
"20193","04246061","29","3","1","3","E","140","D"
"20193","04246061","29","4","1","138","E","150","D"
"20193","04246061","29","5","1","30","E","160","D"
"20193","04246061","29","6","1","10","E","170","D"
"20193","04246061","29","7","1","28","E","180","D"
"20193","04246061","29","8","1","20","E","190","D"
"20194","04071534","39","0","1","","H","","A"
"20194","04071534","39","1","1","309","E","100","D"
"20194","04071534","39","2","1","105","E","110","D"
"20194","04071534","39","3","1","153","E","120","D"
"20194","04071534","39","4","1","720","E","130","D"
"20194","04071534","39","5","1","35","E","140","D"
"20194","04071534","39","6","1","1494","E","150","D"
"20194","04071534","39","7","1","416","E","160","D"
"20194","04071534","39","8","1","131","E","170","D"
"20194","04071534","39","9","1","499","E","180","D"
"20194","04071534","39","10","1","138","E","190","D"
"20194","04071734","45","0","1","","H","","A"
"20194","04071734","45","1","1","173","E","100","D"
"20194","04071734","45","2","1","40","E","110","D"
"20194","04071734","45","3","1","91","E","120","D"
"20194","04071734","45","4","1","336","E","130","D"
"20194","04071734","45","5","1","18","E","140","D"
"20194","04071734","45","6","1","587","E","150","D"
"20194","04071734","45","7","1","170","E","160","D"
"20194","04071734","45","8","1","36","E","170","D"
"20194","04071734","45","9","1","49","E","190","D"
"20194","04074774","37","0","1","","H","","A"
"20194","04074774","37","1","1","38","E","120","D"
"20194","04074774","37","2","1","8","E","140","D"
"20194","04074774","37","3","1","339","E","150","D"
"20194","04074774","37","4","1","94","E","160","D"
"20194","04074774","37","5","1","29","E","170","D"
"20194","04074774","37","6","1","113","E","180","D"
"20194","04074774","37","7","1","31","E","190","D"
"20194","04076144","56","0","1","","H","","A"
"20194","04076144","56","1","1","58","E","120","D"
"20194","04076144","56","2","1","12","E","140","D"
"20194","04076144","56","3","1","475","E","150","D"
"20194","04076144","56","4","1","132","E","160","D"
"20194","04076144","56","5","1","50","E","170","D"
"20194","04076144","56","6","1","29","E","180","D"
"20194","04076144","56","7","1","74","E","190","D"
"20194","04078464","74","0","1","","H","","A"
"20194","04078464","74","1","1","64","E","120","D"
"20194","04078464","74","2","1","12","E","140","D"
"20194","04078464","74","3","1","532","E","150","D"
"20194","04078464","74","4","1","72","E","160","D"
"20194","04078464","74","5","1","54","E","170","D"
"20194","04078464","74","6","1","143","E","180","D"
"20194","04078464","74","7","1","71","E","190","D"
"20194","04078814","8","0","1","","H","","A"
"20194","04078814","8","1","1","21","E","100","D"
"20194","04078814","8","2","1","8","E","110","D"
"20194","04078814","8","3","1","13","E","120","D"
"20194","04078814","8","4","1","62","E","130","D"
"20194","04078814","8","5","1","4","E","140","D"
"20194","04078814","8","6","1","98","E","150","D"
"20194","04078814","8","7","1","14","E","160","D"
"20194","04078814","8","8","1","7","E","170","D"
"20194","04078814","8","9","1","12","E","180","D"
"20194","04078814","8","10","1","24","E","190","D"
"20194","04078814","8","11","1","19","E","210","D"
"20194","04078814","8","12","1","18","E","220","D"
"20194","04079044","13","0","1","","H","","A"
"20194","04079044","13","1","1","37","E","120","D"
"20194","04079044","13","2","1","10","E","140","D"
"20194","04079044","13","3","1","237","E","150","D"
"20194","04079044","13","4","1","34","E","160","D"
"20194","04079044","13","5","1","19","E","170","D"
"20194","04079044","13","6","1","30","E","180","D"
"20194","04079044","13","7","1","58","E","190","D"
"20194","04079044","13","8","1","32","E","210","D"
"20194","04079044","13","9","1","43","E","220","D"
"20194","04079934","67","0","1","","H","","A"
"20194","04079934","67","1","1","92","E","120","D"
"20194","04079934","67","2","1","15","E","140","D"
"20194","04079934","67","3","1","635","E","150","D"
"20194","04079934","67","4","1","45","E","160","D"
"20194","04079934","67","5","1","48","E","170","D"
"20194","04079934","67","6","1","589","E","180","D"
"20194","04079934","67","7","1","76","E","190","D"
"20194","04093264","71","0","1","","H","","A"
"20194","04093264","71","1","1","9","E","120","D"
"20194","04093264","71","2","1","1","E","140","D"
"20194","04093264","71","3","1","56","E","150","D"
"20194","04093264","71","4","1","7","E","160","D"
"20194","04093264","71","5","1","5","E","170","D"
"20194","04093264","71","6","1","15","E","180","D"
"20194","04093264","71","7","1","7","E","190","D"
"20194","04095254","57","0","1","","H","","A"
"20194","04095254","57","1","1","21","E","120","D"
"20194","04095254","57","2","1","3","E","140","D"
"20194","04095254","57","3","1","154","E","150","D"
"20194","04095254","57","4","1","21","E","160","D"
"20194","04095254","57","5","1","15","E","170","D"
"20194","04095254","57","6","1","41","E","180","D"
"20194","04095254","57","7","1","20","E","190","D"
"20194","04095384","19","0","1","","H","","A"
"20194","04095384","19","1","1","99","E","100","D"
"20194","04095384","19","2","1","25","E","110","D"
"20194","04095384","19","3","1","213","E","130","D"
"20194","04095384","19","4","1","77","E","210","D"
"20194","04095384","19","5","1","26","E","220","D"
"20194","04097534","34","0","1","","H","","A"
"20194","04097534","34","1","1","4278","U","130","D"
"20194","04101404","46","0","1","","H","","A"
"20194","04101404","46","1","1","22","E","120","D"
"20194","04101404","46","2","1","4","E","140","D"
"20194","04101404","46","3","1","171","E","150","D"
"20194","04101404","46","4","1","48","E","160","D"
"20194","04101404","46","5","1","18","E","170","D"
"20194","04101404","46","6","1","10","E","180","D"
"20194","04101404","46","7","1","27","E","190","D"
"20194","04104534","27","0","1","","H","","A"
"20194","04104534","27","1","1","88","E","100","D"
"20194","04104534","27","2","1","23","E","110","D"
"20194","04104534","27","3","1","189","E","130","D"
"20194","04105484","37","0","1","","H","","A"
"20194","04105484","37","1","1","80","E","130","D"
"20194","04106704","40","0","1","","H","","A"
"20194","04106704","40","1","1","389","E","120","D"
"20194","04106704","40","2","1","4278","U","130","D"
"20194","04106704","40","3","1","74","E","140","D"
"20194","04106704","40","4","1","3263","E","150","D"
"20194","04106704","40","5","1","445","E","160","D"
"20194","04106704","40","6","1","332","E","170","D"
"20194","04106704","40","7","1","877","E","180","D"
"20194","04106704","40","8","1","437","E","190","D"
"20194","04106704","40","9","1","772","E","210","D"
"20194","04106704","40","10","1","800","E","220","D"
"20194","04108334","23","0","1","","H","","A"
"20194","04108334","23","1","1","61","E","130","D"
"20194","04109734","34","0","1","","H","","A"
"20194","04109734","34","1","1","28","E","100","D"
"20194","04109734","34","2","1","6","E","110","D"
"20194","04109734","34","3","1","14","E","120","D"
"20194","04109734","34","4","1","51","E","130","D"
"20194","04109734","34","5","1","1","E","140","D"
"20194","04109734","34","6","1","72","E","150","D"
"20194","04109734","34","7","1","9","E","160","D"
"20194","04109734","34","8","1","7","E","170","D"
"20194","04109734","34","9","1","19","E","180","D"
"20194","04109734","34","10","1","9","E","190","D"
"20194","04109734","34","11","1","17","E","210","D"
"20194","04109734","34","12","1","17","E","220","D"
"20194","04110144","26","0","1","","H","","A"
"20194","04110144","26","1","1","51","E","100","D"
"20194","04110144","26","2","1","11","E","110","D"
"20194","04110144","26","3","1","16","E","120","D"
"20194","04110144","26","4","1","91","E","130","D"
"20194","04110144","26","5","1","3","E","140","D"
"20194","04110144","26","6","1","143","E","150","D"
"20194","04110144","26","7","1","40","E","160","D"
"20194","04110144","26","8","1","15","E","170","D"
"20194","04110144","26","9","1","8","E","180","D"
"20194","04110144","26","10","1","22","E","190","D"
"20194","04110604","26","0","1","","H","","A"
"20194","04110604","26","1","1","6","E","120","D"
"20194","04110604","26","2","1","4","E","140","D"
"20194","04110604","26","3","1","56","E","150","D"
"20194","04110604","26","4","1","7","E","160","D"
"20194","04110604","26","5","1","5","E","170","D"
"20194","04110604","26","6","1","15","E","180","D"
"20194","04110604","26","7","1","7","E","190","D"
"20194","04178473","45","0","1","250","D","150","D"
"20194","04179423","16","0","1","","H","","A"
"20194","04179423","16","1","1","14","E","100","D"
"20194","04179423","16","2","1","5","E","110","D"
"20194","04179423","16","3","1","12","E","120","D"
"20194","04179423","16","4","1","1","E","140","D"
"20194","04179423","16","5","1","72","E","150","D"
"20194","04179423","16","6","1","20","E","160","D"
"20194","04179423","16","7","1","6","E","170","D"
"20194","04179423","16","8","1","24","E","180","D"
"20194","04179423","16","9","1","6","E","190","D"
"20194","04179753","32","0","1","","H","","A"
"20194","04179753","32","1","1","41","E","120","D"
"20194","04179753","32","2","1","7","E","140","D"
"20194","04179753","32","3","1","299","E","150","D"
"20194","04179753","32","4","1","21","E","160","D"
"20194","04179753","32","5","1","22","E","170","D"
"20194","04179753","32","6","1","275","E","180","D"
"20194","04179753","32","7","1","35","E","190","D"
"20194","04184543","23","0","1","","H","","A"
"20194","04184543","23","1","1","162","E","100","D"
"20194","04184543","23","2","1","38","E","110","D"
"20194","04184543","23","3","1","87","E","120","D"
"20194","04184543","23","4","1","315","E","130","D"
"20194","04184543","23","5","1","17","E","140","D"
"20194","04184543","23","6","1","552","E","150","D"
"20194","04184543","23","7","1","160","E","160","D"
"20194","04184543","23","8","1","34","E","170","D"
"20194","04184543","23","9","1","46","E","190","D"
"20194","04184543","23","10","1","131","E","210","D"
"20194","04184543","23","11","1","158","E","220","D"
"20194","04184753","16","0","1","","H","","A"
"20194","04184753","16","1","1","44","E","120","D"
"20194","04184753","16","2","1","7","E","140","D"
"20194","04184753","16","3","1","321","E","150","D"
"20194","04184753","16","4","1","22","E","160","D"
"20194","04184753","16","5","1","24","E","170","D"
"20194","04184753","16","6","1","294","E","180","D"
"20194","04184753","16","7","1","38","E","190","D"
"20194","04192773","39","0","1","","H","","A"
"20194","04192773","39","1","1","1260","E","130","D"
"20194","04193403","43","0","1","","H","","A"
"20194","04193403","43","1","1","131","E","120","D"
"20194","04193403","43","2","1","30","E","140","D"
"20194","04193403","43","3","1","1146","E","150","D"
"20194","04193403","43","4","1","320","E","160","D"
"20194","04193403","43","5","1","122","E","170","D"
"20194","04193403","43","6","1","71","E","180","D"
"20194","04193403","43","7","1","180","E","190","D"
"20194","04195413","30","0","1","","H","","A"
"20194","04195413","30","1","1","132","E","100","D"
"20194","04195413","30","2","1","31","E","110","D"
"20194","04195413","30","3","1","43","E","120","D"
"20194","04195413","30","4","1","216","E","130","D"
"20194","04195413","30","5","1","7","E","140","D"
"20194","04195413","30","6","1","325","E","150","D"
"20194","04195413","30","7","1","53","E","160","D"
"20194","04195413","30","8","1","30","E","170","D"
"20194","04195413","30","9","1","126","E","180","D"
"20194","04195413","30","10","1","73","E","190","D"
"20194","04195413","30","11","1","77","E","210","D"
"20194","04195413","30","12","1","37","E","220","D"
"20194","04197063","105","0","1","","H","","A"
"20194","04197063","105","1","1","15","E","120","D"
"20194","04197063","105","2","1","2","E","140","D"
"20194","04197063","105","3","1","112","E","150","D"
"20194","04197063","105","4","1","15","E","160","D"
"20194","04197063","105","5","1","11","E","170","D"
"20194","04197063","105","6","1","30","E","180","D"
"20194","04197063","105","7","1","15","E","190","D"
"20194","04199653","33","0","1","","H","","A"
"20194","04199653","33","1","1","4278","U","130","D"
"20194","04217222","22","0","1","","H","","A"
"20194","04217222","22","1","1","35","E","100","D"
"20194","04217222","22","2","1","15","E","110","D"
"20194","04217512","36","0","1","","H","","A"
"20194","04217512","36","1","1","36","E","120","D"
"20194","04217512","36","2","1","12","E","140","D"
"20194","04217512","36","3","1","260","E","150","D"
"20194","04217512","36","4","1","41","E","160","D"
"20194","04217512","36","5","1","21","E","170","D"
"20194","04217512","36","6","1","33","E","180","D"
"20194","04217512","36","7","1","63","E","190","D"
"20194","04217512","36","8","1","36","E","210","D"
"20194","04217512","36","9","1","48","E","220","D"
"20194","04220402","55","0","1","","H","","A"
"20194","04220402","55","1","1","20","E","120","D"
"20194","04220402","55","2","1","4","E","140","D"
"20194","04220402","55","3","1","183","E","150","D"
"20194","04220402","55","4","1","51","E","160","D"
"20194","04220402","55","5","1","19","E","170","D"
"20194","04220402","55","6","1","11","E","180","D"
"20194","04220402","55","7","1","32","E","190","D"
"20194","04221072","40","0","1","","H","","A"
"20194","04221072","40","1","1","28","E","100","D"
"20194","04221072","40","2","1","6","E","110","D"
"20194","04221072","40","3","1","14","E","120","D"
"20194","04221072","40","4","1","3","E","140","D"
"20194","04221072","40","5","1","99","E","150","D"
"20194","04221072","40","6","1","27","E","160","D"
"20194","04221072","40","7","1","5","E","170","D"
"20194","04221072","40","8","1","8","E","190","D"
"20194","04223552","32","0","1","","H","","A"
"20194","04223552","32","1","1","37","E","120","D"
"20194","04223552","32","2","1","228","E","130","D"
"20194","04223552","32","3","1","7","E","140","D"
"20194","04223552","32","4","1","320","E","150","D"
"20194","04223552","32","5","1","43","E","160","D"
"20194","04223552","32","6","1","32","E","170","D"
"20194","04223552","32","7","1","86","E","180","D"
"20194","04223552","32","8","1","47","E","190","D"
"20194","04226802","53","0","1","","H","","A"
"20194","04226802","53","1","1","39","E","100","D"
"20194","04226802","53","2","1","9","E","110","D"
"20194","04226802","53","3","1","11","E","120","D"
"20194","04226802","53","4","1","71","E","130","D"
"20194","04226802","53","5","1","2","E","140","D"
"20194","04226802","53","6","1","100","E","150","D"
"20194","04226802","53","7","1","13","E","160","D"
"20194","04226802","53","8","1","15","E","170","D"
"20194","04226802","53","9","1","27","E","180","D"
"20194","04226802","53","10","1","13","E","190","D"
"20194","04233242","26","0","1","","H","","A"
"20194","04233242","26","1","1","126","E","100","D"
"20194","04233242","26","2","1","29","E","110","D"
"20194","04233242","26","3","1","41","E","120","D"
"20194","04233242","26","4","1","9","E","140","D"
"20194","04233242","26","5","1","372","E","150","D"
"20194","04233242","26","6","1","103","E","160","D"
"20194","04233242","26","7","1","39","E","170","D"
"20194","04233242","26","8","1","23","E","180","D"
"20194","04233242","26","9","1","58","E","190","D"
"20194","04236472","5","0","1","","H","","A"
"20194","04236472","5","1","1","132","G","100","D"
"20194","04236472","5","2","1","31","G","110","D"
"20194","04236472","5","3","1","49","G","120","D"
"20194","04236472","5","4","1","216","G","130","D"
"20194","04236472","5","5","1","7","G","140","D"
"20194","04236472","5","6","1","319","G","150","D"
"20194","04236472","5","7","1","53","G","160","D"
"20194","04236472","5","8","1","30","G","170","D"
"20194","04236472","5","9","1","126","G","180","D"
"20194","04236472","5","10","1","73","G","190","D"
"20194","04236472","5","11","1","77","G","210","D"
"20194","04236472","5","12","1","37","G","220","D"
"20194","04243632","49","0","1","","H","","A"
"20194","04243632","49","1","1","54","E","120","D"
"20194","04243632","49","2","1","9","E","140","D"
"20194","04243632","49","3","1","382","E","150","D"
"20194","04243632","49","4","1","27","E","160","D"
"20194","04243632","49","5","1","29","E","170","D"
"20194","04243632","49","6","1","354","E","180","D"
"20194","04243632","49","7","1","45","E","190","D"
"20194","04243632","49","8","1","94","E","210","D"
"20194","04243632","49","9","1","31","E","220","D"
"20194","04244882","31","0","1","","H","","A"
"20194","04244882","31","1","1","28","E","120","D"
"20194","04244882","31","2","1","9","E","140","D"
"20194","04244882","31","3","1","204","E","150","D"
"20194","04244882","31","4","1","29","E","160","D"
"20194","04244882","31","5","1","16","E","170","D"
"20194","04244882","31","6","1","25","E","180","D"
"20194","04244882","31","7","1","49","E","190","D"
"20194","04245063","45","0","1","","H","","A"
"20194","04245063","45","1","1","245","E","100","D"
"20194","04245063","45","2","1","55","E","110","D"
"20194","04245063","45","3","1","72","E","120","D"
"20194","04245063","45","4","1","14","E","140","D"
"20194","04245063","45","5","1","619","E","150","D"
"20194","04245063","45","6","1","84","E","160","D"
"20194","04245063","45","7","1","63","E","170","D"
"20194","04245063","45","8","1","166","E","180","D"
"20194","04245063","45","9","1","82","E","190","D"
"20194","04245362","21","0","1","","H","","A"
"20194","04245362","21","1","1","55","E","120","D"
"20194","04245362","21","2","1","10","E","140","D"
"20194","04245362","21","3","1","449","E","150","D"
"20194","04245362","21","4","1","61","E","160","D"
"20194","04245362","21","5","1","45","E","170","D"
"20194","04245362","21","6","1","120","E","180","D"
"20194","04245362","21","7","1","60","E","190","D"
"20194","04245502","73","0","1","","H","","A"
"20194","04245502","73","1","1","29","E","120","D"
"20194","04245502","73","2","1","5","E","140","D"
"20194","04245502","73","3","1","224","E","150","D"
"20194","04245502","73","4","1","30","E","160","D"
"20194","04245502","73","5","1","22","E","170","D"
"20194","04245502","73","6","1","60","E","180","D"
"20194","04245502","73","7","1","30","E","190","D"
"20194","04267921","21","0","1","","H","","A"
"20194","04267921","21","1","1","98","E","100","D"
"20194","04267921","21","2","1","22","E","110","D"
"20194","04267921","21","3","1","35","E","120","D"
"20194","04267921","21","4","1","179","E","130","D"
"20194","04267921","21","5","1","5","E","140","D"
"20194","04267921","21","6","1","252","E","150","D"
"20194","04267921","21","7","1","34","E","160","D"
"20194","04267921","21","8","1","25","E","170","D"
"20194","04267921","21","9","1","67","E","180","D"
"20194","04267921","21","10","1","33","E","190","D"
"20194","04269011","26","0","1","","H","","A"
"20194","04269011","26","1","1","34","E","100","D"
"20194","04269011","26","2","1","7","E","110","D"
"20194","04269011","26","3","1","10","E","120","D"
"20194","04269011","26","4","1","6","E","140","D"
"20194","04269011","26","5","1","88","E","150","D"
"20194","04269011","26","6","1","12","E","160","D"
"20194","04269011","26","7","1","9","E","170","D"
"20194","04269011","26","8","1","23","E","180","D"
"20194","04269011","26","9","1","11","E","190","D"
"20194","04269122","28","0","1","","H","","A"
"20194","04269122","28","1","1","60","E","100","D"
"20194","04269122","28","2","1","14","E","110","D"
"20194","04269122","28","3","1","20","E","120","D"
"20194","04269122","28","4","1","4","E","140","D"
"20194","04269122","28","5","1","186","E","150","D"
"20194","04269122","28","6","1","51","E","160","D"
"20194","04269122","28","7","1","19","E","170","D"
"20194","04269122","28","8","1","11","E","180","D"
"20194","04269122","28","9","1","35","E","190","D"
"20194","04269861","26","0","1","","H","","A"
"20194","04269861","26","1","1","77","E","100","D"
"20194","04269861","26","2","1","19","E","110","D"
"20194","04269861","26","3","1","35","E","120","D"
"20194","04269861","26","4","1","171","E","130","D"
"20194","04269861","26","5","1","5","E","140","D"
"20194","04269861","26","6","1","248","E","150","D"
"20194","04269861","26","7","1","17","E","160","D"
"20194","04269861","26","8","1","19","E","170","D"
"20194","04269861","26","9","1","230","E","180","D"
"20194","04269861","26","10","1","29","E","190","D"
"20194","04270231","86","0","1","","H","","A"
"20194","04270231","86","1","1","13","E","100","D"
"20194","04270231","86","2","1","1","E","110","D"
"20194","04270231","86","3","1","2","E","120","D"
"20194","04270231","86","4","1","22","E","150","D"
"20194","04270231","86","5","1","3","E","160","D"
"20194","04270231","86","6","1","2","E","170","D"
"20194","04270231","86","7","1","5","E","180","D"
"20194","04270231","86","8","1","2","E","190","D"
"20194","04272181","33","0","1","","H","","A"
"20194","04272181","33","1","1","132","E","120","D"
"20194","04272181","33","2","1","25","E","140","D"
"20194","04272181","33","3","1","1125","E","150","D"
"20194","04272181","33","4","1","153","E","160","D"
"20194","04272181","33","5","1","114","E","170","D"
"20194","04272181","33","6","1","301","E","180","D"
"20194","04272181","33","7","1","150","E","190","D"
"20194","04272401","31","0","1","","H","","A"
"20194","04272401","31","1","1","18","E","100","D"
"20194","04272401","31","2","1","4","E","110","D"
"20194","04272401","31","3","1","8","E","120","D"
"20194","04272401","31","4","1","42","E","130","D"
"20194","04272401","31","5","1","1","E","140","D"
"20194","04272401","31","6","1","58","E","150","D"
"20194","04272401","31","7","1","4","E","160","D"
"20194","04272401","31","8","1","4","E","170","D"
"20194","04272401","31","9","1","54","E","180","D"
"20194","04272401","31","10","1","7","E","190","D"
"20194","04273281","34","0","1","","H","","A"
"20194","04273281","34","1","1","120","E","130","D"
"20194","04275071","17","0","1","","H","","A"
"20194","04275071","17","1","1","2","E","120","D"
"20194","04275071","17","2","1","5","E","140","D"
"20194","04275071","17","3","1","16","E","150","D"
"20194","04275071","17","4","1","2","E","160","D"
"20194","04275071","17","5","1","1","E","170","D"
"20194","04275071","17","6","1","6","E","180","D"
"20194","04275071","17","7","1","3","E","190","D"
"20194","04275071","17","8","1","4","E","210","D"
"20194","04275071","17","9","1","1","E","220","D"
"20194","04275461","44","0","1","","H","","A"
"20194","04275461","44","1","1","14","E","120","D"
"20194","04275461","44","2","1","3","E","140","D"
"20194","04275461","44","3","1","114","E","150","D"
"20194","04275461","44","4","1","32","E","160","D"
"20194","04275461","44","5","1","12","E","170","D"
"20194","04275461","44","6","1","7","E","180","D"
"20194","04275461","44","7","1","18","E","190","D"
"20194","04277051","23","0","1","","H","","A"
"20194","04277051","23","1","1","160","E","100","D"
"20194","04277051","23","2","1","63","E","110","D"
"20194","04277051","23","3","1","103","E","120","D"
"20194","04277051","23","4","1","472","E","130","D"
"20194","04277051","23","5","1","33","E","140","D"
"20194","04277051","23","6","1","732","E","150","D"
"20194","04277051","23","7","1","106","E","160","D"
"20194","04277051","23","8","1","59","E","170","D"
"20194","04277051","23","9","1","93","E","180","D"
"20194","04277051","23","10","1","179","E","190","D"
"20194","04280571","22","0","1","","H","","A"
"20194","04280571","22","1","1","35","E","120","D"
"20194","04280571","22","2","1","137","E","130","D"
"20194","04280571","22","3","1","7","E","140","D"
"20194","04280571","22","4","1","243","E","150","D"
"20194","04280571","22","5","1","69","E","160","D"
"20194","04280571","22","6","1","14","E","170","D"
"20194","04280571","22","7","1","20","E","190","D"
"20194","04280571","22","8","1","57","E","210","D"
"20194","04280571","22","9","1","68","E","220","D"
"20194","04281601","62","0","1","","H","","A"
"20194","04281601","62","1","1","128","E","120","D"
"20194","04281601","62","2","1","30","E","140","D"
"20194","04281601","62","3","1","1146","E","150","D"
"20194","04281601","62","4","1","320","E","160","D"
"20194","04281601","62","5","1","122","E","170","D"
"20194","04281601","62","6","1","71","E","180","D"
"20194","04281601","62","7","1","183","E","190","D"
"20194","04282181","39","0","1","","H","","A"
"20194","04282181","39","1","1","52","E","100","D"
"20194","04282181","39","2","1","12","E","110","D"
"20194","04282181","39","3","1","15","E","120","D"
"20194","04282181","39","4","1","99","E","130","D"
"20194","04282181","39","5","1","3","E","140","D"
"20194","04282181","39","6","1","134","E","150","D"
"20194","04282181","39","7","1","18","E","160","D"
"20194","04282181","39","8","1","13","E","170","D"
"20194","04282181","39","9","1","36","E","180","D"
"20194","04282181","39","10","1","18","E","190","D"
"20194","04282771","15","0","1","","H","","A"
"20194","04282771","15","1","1","12","E","100","D"
"20194","04282771","15","2","1","2","E","110","D"
"20194","04282771","15","3","1","4","E","120","D"
"20194","04282771","15","4","1","1","E","140","D"
"20194","04282771","15","5","1","33","E","150","D"
"20194","04282771","15","6","1","4","E","160","D"
"20194","04282771","15","7","1","2","E","170","D"
"20194","04282771","15","8","1","4","E","180","D"
"20194","04282771","15","9","1","8","E","190","D"
"20194","04283781","17","0","1","","H","","A"
"20194","04283781","17","1","1","58","E","100","D"
"20194","04283781","17","2","1","14","E","110","D"
"20194","04283781","17","3","1","26","E","120","D"
"20194","04283781","17","4","1","130","E","130","D"
"20194","04283781","17","5","1","4","E","140","D"
"20194","04283781","17","6","1","187","E","150","D"
"20194","04283781","17","7","1","13","E","160","D"
"20194","04283781","17","8","1","14","E","170","D"
"20194","04283781","17","9","1","173","E","180","D"
"20194","04283781","17","10","1","22","E","190","D"
"20194","04283781","17","11","1","44","E","210","D"
"20194","04283781","17","12","1","15","E","220","D"
"20194","04283831","60","0","1","","H","","A"
"20194","04283831","60","1","1","29","E","120","D"
"20194","04283831","60","2","1","5","E","140","D"
"20194","04283831","60","3","1","257","E","150","D"
"20194","04283831","60","4","1","34","E","160","D"
"20194","04283831","60","5","1","25","E","170","D"
"20194","04283831","60","6","1","67","E","180","D"
"20194","04283831","60","7","1","33","E","190","D"
"20194","04285131","18","0","1","","H","","A"
"20194","04285131","18","1","1","150","E","130","D"
"20194","04287501","62","0","1","","H","","A"
"20194","04287501","62","1","1","56","E","100","D"
"20194","04287501","62","2","1","13","E","110","D"
"20194","04287501","62","3","1","22","E","120","D"
"20194","04287501","62","4","1","103","E","130","D"
"20194","04287501","62","5","1","3","E","140","D"
"20194","04287501","62","6","1","144","E","150","D"
"20194","04287501","62","7","1","19","E","160","D"
"20194","04287501","62","8","1","14","E","170","D"
"20194","04287501","62","9","1","38","E","180","D"
"20194","04287501","62","10","1","19","E","190","D"
"20194","04287501","62","11","1","34","E","210","D"
"20194","04287501","62","12","1","35","E","220","D"
"20194","04288071","37","0","1","","H","","A"
"20194","04288071","37","1","1","13","E","100","D"
"20194","04288071","37","2","1","3","E","110","D"
"20194","04288071","37","3","1","3","E","120","D"
"20194","04288071","37","4","1","28","E","130","D"
"20194","04288071","37","5","1","33","E","150","D"
"20194","04288071","37","6","1","4","E","160","D"
"20194","04288071","37","7","1","3","E","170","D"
"20194","04288071","37","8","1","9","E","180","D"
"20194","04288071","37","9","1","4","E","190","D"
"20194","04289241","32","0","1","","H","","A"
