gender;age;bundesland;w1_dte;w1_q1;w1_q2_level1;w1_q2_level2;w1_q2_level3;w1_q3;w1_q4;w1_q5x1;w1_q5x2;w1_q5x3;w1_q5x4;w1_q5x5;w1_q6;w1_q7;w1_q8x1;w1_q8x2;w1_q8x3;w1_q8x4;w1_q10x1;w1_q10x2;w1_q10x3;w1_q10x4;w1_q10x5;w1_q10x6;w1_q12;w1_q13;w1_q14;w1_q16;w1_q17x1;w1_q17x2;w1_q17x3;w1_q17x4;w1_q17x5;w1_q19x1;w1_q19x2;w1_q19x3;w1_q19x4;w1_q19x5;w1_q19x6;w1_q19x7;w1_q19x8;w1_q20;w1_q21;w1_q23;w1_q24;w1_sd3;w1_sd5r;w1_sd6;w1_sd7;w1_sd8;w1_sd9;w1_sd10;w1_sd12;w1_sd15r;w1_sd16;w1_sd17;w1_sd21r;w1_jw;popnum
Male;29;Lower Austria;89;1;immigration;asylum/refugees;asylum / admission of refugees;2;3;3;1;4;3;3;3;4;1;1;1;4;1;5;4;2;1;5;8;1;NA;2;5;1;1;3;3;3;3;4;3;2;2;2;3;TRUE;2;10;ÖVP;yes;Austria;Magister/Master;3,000 up to 3,300;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;NA;no;<2.500
Male;36;Upper Austria;93;2;don't know;don't know;don't know;5;3;1;1;1;2;1;99;4;99;1;1;99;1;5;5;1;1;88;10;1;NA;1;1;1;1;1;2;1;1;2;99;1;1;1;1;FALSE;88;10;FPÖ;yes;Austria;other;1,350 up to 1,500;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;refused;no;NA;no;NA
Female;78;Carinthia;75;3;welfare state;nursing & care/disabled persons;geriatric care (general);3;3;1;3;2;2;1;3;3;2;2;1;3;1;3;3;3;1;5;99;2;1;3;2;2;2;2;3;2;2;3;1;3;2;2;2;FALSE;88;10;other;yes;Austria;vocational middle school ;1,650 up to 1,800;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;no;2;no;2.500-
Male;22;Vienna;92;2;refused;refused;refused;2;3;2;3;3;3;4;2;4;3;4;3;2;3;5;3;4;4;4;4;2;88;NA;2;3;2;4;3;5;3;88;4;5;4;4;3;FALSE;3;7;other;yes;Austria;vocational middle school ;2,100 up to 2,250;employed;employed, more than 35h weekly;1;NA;refused;less often;don't know;NA;no;1M.+
Male;49;Styria;80;2;welfare state;pension;pensioners / elderly people (general);4;3;1;3;1;4;4;2;3;1;1;1;2;1;3;3;3;1;5;5;1;NA;3;5;1;1;2;5;1;2;4;3;2;2;1;3;FALSE;3;8;SPÖ;yes;Austria;university-related college ;refused;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;yes;1;no;NA
Male;71;Vorarlberg;76;1;welfare state;pension;pensioners / elderly people (general);1;2;2;4;1;2;5;2;1;1;2;1;1;2;2;2;5;5;5;4;1;NA;2;5;5;2;2;2;4;4;2;4;2;4;2;5;FALSE;3;10;SPÖ;yes;Austria;BHS with diploma ;3,300 up to 3,600;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;no;2;no;10.000-
Female;65;Styria;97;2;immigration;asylum/refugees;asylum / admission of refugees;2;3;1;1;2;2;1;2;3;1;1;1;2;1;1;2;5;1;5;3;1;NA;1;3;2;4;2;5;1;4;4;5;5;2;3;5;FALSE;88;10;SPÖ;yes;Austria;vocational training/school;3,000 up to 3,300;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;yes;2;no;2.500-
Female;51;Styria;72;1;welfare state;health system;health care system reform (general);2;3;1;5;4;5;1;4;4;3;1;1;1;1;3;2;5;88;5;4;2;1;2;5;88;5;3;5;2;2;5;2;3;3;1;2;FALSE;3;10;Greens;yes;Austria;Magister/Master;1,500 up to 1,650 ;on leave;NA;NA;employee;refused;never;no;2;no;2.500-
Female;59;Styria;96;2;immigration;immigration general;immigration / immigrants / foreigners (general);4;5;1;3;3;1;3;3;3;1;1;1;4;1;5;4;3;3;5;5;1;NA;3;5;4;1;3;5;2;2;5;3;5;1;2;3;FALSE;3;10;ÖVP;yes;Austria;primary school/secondary education first stage;1,200 up to 1,350;a homemaker;NA;NA;NA;Roman-Catholic church;at least once a month;no;2;no;2.500-
Male;49;Vienna;101;2;infrastructure;road traffic;development of roads / transport infrastructure;2;2;1;5;2;3;2;2;3;1;1;2;1;3;1;2;4;4;88;5;2;2;NA;4;4;5;2;1;5;4;4;4;99;4;3;99;TRUE;2;10;SPÖ;yes;Germany;BHS with diploma ;1,950 up to 2,100;employed;employed, more than 35h weekly;6;NA;Protestant church;only on special holidays;no;1;no;1M.+
Male;56;Vienna;75;2;welfare state;welfare state (gen.);social security contributions / ancillary labor costs (general);1;3;3;1;3;2;3;2;4;2;1;2;2;2;3;3;4;2;4;7;1;NA;2;2;4;4;3;3;5;2;4;2;4;2;3;2;TRUE;2;10;ÖVP;yes;Austria;Magister/Master;3,600 up to 3,900;employed;employed, more than 35h weekly;5;NA;Roman-Catholic church;only on special holidays;no;2;no;NA
Female;69;Vienna;107;1;education and culture;education general;education / education policy (general);1;3;2;4;3;1;2;2;3;3;2;2;2;2;1;2;4;4;2;3;1;NA;2;2;4;5;2;4;5;4;3;2;5;4;1;4;FALSE;3;10;Greens;yes;Austria;Magister/Master;3,300 up to 3,600;employed;employed, more than 35h weekly;6;NA;none;only on special holidays;no;1;no;1M.+
Male;48;Styria;125;2;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;2;3;2;5;4;2;4;3;3;1;1;1;3;3;4;2;4;5;1;NA;2;4;3;4;2;4;4;3;4;1;3;2;4;2;FALSE;3;10;NEOS;yes;Austria;Magister/Master;3,900 and more;employed;employed, more than 35h weekly;1;NA;none;less often;no;NA;no;5.000-
Female;27;Vienna;95;2;immigration;asylum/refugees;asylum / admission of refugees;5;3;2;1;1;2;2;4;4;3;3;2;4;1;5;4;2;1;5;8;1;NA;1;3;2;1;2;5;1;1;4;2;4;1;4;4;TRUE;2;10;FPÖ;yes;Austria;university-related college ;2,400 up to 2,700;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;less often;yes;NA;no;1M.+
Male;59;Upper Austria;88;1;environment protection;environmentalism (gen.);environmental protection/sustainability/conservation (general);2;3;1;5;2;4;1;2;3;2;3;2;2;2;2;3;5;5;88;2;1;NA;1;2;4;4;1;4;4;3;3;4;5;3;3;3;TRUE;2;10;Greens;yes;Austria;university-related college ;3,900 and more;employed;employed, more than 35h weekly;3;NA;none;less often;no;1;no;5.000-
Female;49;Upper Austria;110;3;society;gender equality;gender equality;88;2;1;5;3;4;1;3;4;2;3;2;3;1;3;2;5;3;3;1;1;NA;88;2;3;4;2;3;3;3;5;3;3;3;3;2;FALSE;88;10;SPÖ;yes;Austria;College;3,900 and more;employed;employed, more than 35h weekly;1;NA;none;never;no;NA;no;5.000-
Male;61;Burgenland;116;3;immigration;asylum/refugees;asylum / admission of refugees;2;4;1;2;2;2;1;1;3;1;1;1;1;1;3;3;1;2;5;5;1;NA;2;3;1;1;1;3;1;2;2;1;2;2;1;1;FALSE;88;10;SPÖ;yes;Austria;vocational training/school;900 up to 1,050;unemployed or seeking for work;NA;NA;employee;Roman-Catholic church;only on special holidays;yes;NA;no;<2.500
Female;41;Vienna;87;3;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;1;3;2;4;2;2;2;2;3;1;1;3;1;1;4;3;1;3;2;1;NA;3;5;5;2;4;4;3;3;88;5;4;2;3;FALSE;4;10;SPÖ;yes;Austria;Magister/Master;3,300 up to 3,600;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;at least once a month;yes;3;no;1M.+
Female;70;Upper Austria;102;1;immigration;asylum/refugees;asylum / admission of refugees;2;3;3;1;3;1;1;2;4;1;1;1;1;1;5;5;5;1;5;5;1;NA;1;2;1;4;1;5;5;5;3;1;5;3;3;3;FALSE;3;10;ÖVP;yes;Austria;BHS with diploma ;2,700 up to 3,000;retired;NA;NA;employee;Roman-Catholic church;at least once a month;no;2;no;50.000-
Female;35;Lower Austria;97;4;welfare state;family/children/adolescents;families (social group / general);2;3;1;2;3;4;2;3;99;2;3;3;3;2;3;3;2;2;4;5;2;2;NA;2;2;3;2;2;3;4;4;4;2;3;2;3;FALSE;3;10;FPÖ;yes;Austria;BHS with diploma ;3,300 up to 3,600;employed;employed, more than 35h weekly;1;NA;none;never;no;NA;no;10.000-
Female;67;Vienna;116;2;refused;refused;refused;3;3;3;3;3;4;2;3;4;3;3;1;2;3;4;3;2;3;4;5;2;2;NA;4;2;3;3;4;2;3;4;3;2;2;2;1;FALSE;1;10;ÖVP;yes;Austria;vocational middle school ;3,900 and more;retired;NA;NA;employee;none;less often;no;NA;no;1M.+
Male;66;Upper Austria;117;2;reform of institutions;political system/governmental system;calling early elections;2;3;2;1;4;1;2;2;4;2;2;2;2;1;3;3;4;3;4;7;1;NA;2;3;3;2;3;2;1;4;3;1;4;5;2;3;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;2,700 up to 3,000;retired;NA;NA;employee;none;never;no;NA;no;5.000-
Female;26;Styria;95;2;immigration;immigration general;immigration / immigrants / foreigners (general);4;4;2;1;3;4;2;2;3;2;2;2;3;1;4;3;4;2;5;7;1;NA;2;1;2;2;3;3;3;2;4;4;4;3;2;3;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;2,250 up to 2,400;on leave;NA;NA;employee;none;less often;no;NA;no;5.000-
Male;67;Lower Austria;83;1;reform of institutions;political system/governmental system;calling early elections;3;3;1;4;2;5;4;3;3;2;3;1;2;1;4;4;4;4;4;5;2;1;3;4;4;4;2;4;5;5;2;4;2;5;5;2;TRUE;2;10;NEOS;yes;Austria;Bachelor;3,900 and more;retired;NA;NA;employee;Roman-Catholic church;never;no;3;no;2.500-
Female;26;Upper Austria;90;2;welfare state;pension;pensioners / elderly people (general);1;2;2;1;4;3;3;2;4;1;1;1;3;1;3;3;5;1;5;6;2;1;3;1;1;2;1;3;3;3;4;2;4;3;1;3;FALSE;3;10;ÖVP;yes;Austria;Bachelor;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;no;NA;no;5.000-
Female;71;Vienna;96;1;reform of institutions;administration - public service;reform / economisation / modernisation of the administration / reduction of bureaucracy;2;3;1;3;3;2;3;1;4;1;1;2;1;2;1;2;5;3;88;4;2;2;NA;5;4;4;1;4;3;3;4;2;5;4;1;1;FALSE;3;10;SPÖ;yes;Austria;Doctorate/PhD;refused;employed;employed,15 - 35h weekly;5;NA;none;never;no;2;no;1M.+
Female;55;Burgenland;107;3;don't know;don't know;don't know;4;3;1;3;2;2;2;3;3;1;1;1;1;2;2;2;5;4;5;3;2;1;2;3;1;3;1;5;3;3;3;2;5;3;5;5;FALSE;3;5;SPÖ;yes;Austria;Magister/Master;3,900 and more;employed;employed, more than 35h weekly;3;NA;other;never;no;2;no;<2.500
Male;91;Carinthia;95;2;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;3;1;3;3;3;2;3;2;2;2;2;1;4;4;1;1;5;6;2;1;3;5;2;3;3;4;3;4;3;3;3;3;2;2;FALSE;3;9;ÖVP;yes;Austria;AHS with diploma;3,600 up to 3,900;retired;NA;NA;self-employed with employees;none;never;no;2;no;50.000-
Female;51;Vienna;115;2;education and culture;education general;education / education policy (general);2;3;2;4;2;4;2;2;2;1;1;1;1;2;1;2;3;4;3;3;1;NA;2;1;5;4;2;3;4;4;3;5;5;5;5;4;TRUE;2;10;Greens;yes;Austria;Magister/Master;3,000 up to 3,300;employed;employed, more than 35h weekly;3;NA;none;never;no;1;no;1M.+
Female;76;Upper Austria;95;2;immigration;asylum/refugees;asylum / admission of refugees;2;3;1;3;1;4;2;2;2;1;1;1;1;1;2;2;4;2;4;8;1;NA;2;2;3;5;2;5;4;5;2;4;5;3;4;2;TRUE;2;10;ÖVP;yes;Austria;vocational middle school ;1.050 up to 1,200;retired;NA;NA;self-employed with employees;Roman-Catholic church;daily;no;2;no;2.500-
Female;37;Vienna;92;3;immigration;asylum/refugees;asylum / admission of refugees;5;3;1;1;4;88;1;4;88;1;1;1;3;1;5;5;1;1;5;5;1;NA;3;1;1;1;2;5;99;1;5;1;88;3;1;88;FALSE;88;5;FPÖ;yes;Austria;vocational training/school;refused;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;never;yes;NA;no;1M.+
Male;56;Vienna;94;1;economy;economy (gen.);economic policy (general);2;1;3;3;1;5;1;2;1;88;1;1;1;3;1;1;5;3;5;2;1;NA;1;1;4;5;1;1;1;3;3;4;5;3;1;1;FALSE;3;10;Greens;yes;Austria;vocational training/school;1,950 up to 2,100;other;NA;NA;NA;none;never;yes;1;no;1M.+
Female;17;Upper Austria;89;3;refused;refused;refused;99;4;99;99;99;99;99;99;88;88;99;99;99;99;99;99;99;99;99;6;99;NA;NA;99;99;99;99;99;99;99;99;99;99;99;99;99;FALSE;3;5;FPÖ;yes;Austria;primary school/secondary education first stage;750 up to 900;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;refused;NA;yes;NA
Male;43;Vienna;90;1;reform of institutions;political system/governmental system;calling early elections;4;5;1;3;3;3;1;2;3;3;3;1;1;1;3;5;3;2;5;4;1;NA;2;5;4;1;3;4;3;2;4;5;3;2;3;2;TRUE;2;10;ÖVP;yes;Austria;university-related college ;1,950 up to 2,100;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;less often;yes;NA;no;1M.+
Male;74;Vienna;125;2;welfare state;pension;pensioners / elderly people (general);3;3;1;5;1;4;1;2;2;1;1;1;2;1;4;2;3;4;5;5;1;NA;1;1;2;5;2;1;1;1;3;5;5;1;5;1;FALSE;3;10;SPÖ;yes;Austria;vocational training/school;2,100 up to 2,250;retired;NA;NA;public official;none;only on special holidays;no;2;no;1M.+
Female;48;Vorarlberg;125;2;reform of institutions;political system/governmental system;calling early elections;3;3;3;1;4;3;3;3;3;1;1;2;2;2;3;3;3;1;5;6;1;NA;3;5;1;4;1;5;1;3;4;1;3;2;1;3;FALSE;88;10;ÖVP;yes;Austria;vocational training/school;refused;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;NA;no;NA
Female;37;Lower Austria;97;1;welfare state;nursing & care/disabled persons;constraints on care allowances / contribution by relatives;3;3;2;4;1;4;1;2;88;1;2;2;2;3;1;2;5;5;88;2;1;NA;1;5;4;4;1;3;4;3;4;4;4;1;2;3;FALSE;88;10;SPÖ;yes;Austria;Magister/Master;3,900 and more;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;at least once a month;yes;2;no;5.000-
Male;23;Salzburg;130;2;foreign policy;international cooperation;international cooperation / international law (general);3;2;1;3;3;4;1;2;2;3;2;1;1;2;4;4;3;2;3;5;2;1;2;3;2;3;3;3;2;3;3;3;3;4;2;1;FALSE;1;10;ÖVP;yes;Austria;BHS with diploma ;3,900 and more;a student at university;NA;NA;NA;Roman-Catholic church;only on special holidays;no;5;no;50.000-
Male;47;Lower Austria;96;4;immigration;asylum/refugees;asylum / admission of refugees;5;5;1;1;3;3;1;3;4;1;1;1;3;1;5;5;1;1;5;10;2;1;2;1;1;1;1;5;1;1;5;1;5;1;1;1;FALSE;88;10;FPÖ;yes;Austria;vocational training/school;1.050 up to 1,200;unemployed or seeking for work;NA;NA;blue-collar worker;Roman-Catholic church;less often;no;NA;no;2.500-
Male;26;Vienna;116;4;education and culture;education general;education / education policy (general);2;2;1;5;4;4;3;1;2;4;4;3;2;4;1;3;5;5;5;3;2;2;NA;3;5;5;1;2;3;4;4;5;3;4;1;3;TRUE;2;10;SPÖ;yes;Austria;Bachelor;900 up to 1,050;a student at university;NA;NA;NA;other;never;yes;1;no;1M.+
Female;53;Upper Austria;125;3;immigration;asylum/refugees;asylum / admission of refugees;4;3;1;4;4;4;2;2;3;2;2;2;3;1;5;5;3;1;5;6;2;1;3;4;1;1;3;5;3;1;4;2;1;1;4;1;FALSE;3;9;FPÖ;yes;Austria;Magister/Master;2,100 up to 2,250;employed;employed, less than 15h weekly;2;NA;Roman-Catholic church;more often than once a week;no;2;no;<2.500
Male;25;Lower Austria;89;3;immigration;asylum/refugees;asylum / admission of refugees;2;2;3;3;2;4;3;2;3;2;3;1;3;1;2;3;3;2;5;6;2;1;3;4;2;3;3;3;4;3;2;3;4;3;2;2;FALSE;88;10;SPÖ;yes;Austria;Bachelor;1,800 up to 1,950;a student at university;NA;NA;NA;Roman-Catholic church;only on special holidays;no;NA;no;50.000-
Male;21;Carinthia;103;3;education and culture;education general;education / education policy (general);2;2;3;4;2;4;3;3;3;2;2;3;1;1;3;2;5;2;4;3;1;NA;3;88;2;2;1;4;1;2;5;2;2;1;1;2;FALSE;1;10;ÖVP;yes;Austria;BHS with diploma ;don't know;military/civilian service, voluntary social year;NA;NA;refused;Roman-Catholic church;at least once a month;no;NA;yes;2.500-
Female;26;Vienna;90;2;politics;election campaign;profiles of parties;4;3;1;4;4;4;1;3;3;2;3;4;3;1;2;2;4;3;3;2;2;1;3;5;5;5;2;5;2;1;5;2;5;2;3;1;TRUE;2;6;other;yes;Austria;vocational training/school;1,800 up to 1,950;unemployed or seeking for work;NA;NA;employee;none;never;no;NA;no;1M.+
Male;23;Vienna;128;2;welfare state;welfare state (gen.);social justice / equality / equal opportunities (general);3;3;2;3;3;3;2;3;2;2;2;2;2;2;3;3;4;3;3;6;2;2;NA;4;3;4;3;4;3;2;4;4;4;3;3;2;FALSE;88;6;ÖVP;yes;Austria;BHS with diploma ;refused;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;1;no;1M.+
Female;65;Upper Austria;130;3;don't know;don't know;don't know;3;3;2;4;3;3;1;2;3;1;1;1;88;1;3;3;5;3;99;4;1;NA;3;3;4;4;1;4;5;2;3;5;1;4;88;3;FALSE;88;10;ÖVP;yes;Austria;vocational middle school ;750 up to 900;retired;NA;NA;employee;Roman-Catholic church;less often;no;1;no;2.500-
Female;19;Styria;108;2;formation of government;preference of coalition/formation of government;government formation / coalition composition (general);3;3;2;3;2;2;3;2;3;1;1;1;3;1;5;5;2;2;5;8;2;1;2;3;2;2;2;3;3;4;4;3;2;2;4;4;FALSE;3;10;ÖVP;yes;Austria;AHS with diploma;don't know;a student at university;NA;NA;NA;Roman-Catholic church;at least once a month;don't know;NA;yes;2.500-
Female;69;Styria;117;1;formation of government;preference of coalition/formation of government;government formation / coalition composition (general);2;3;3;3;1;2;4;2;4;1;2;1;1;1;3;4;4;4;88;3;88;NA;NA;5;3;5;1;4;3;2;1;5;5;5;5;2;FALSE;4;10;ÖVP;yes;Austria;other;3,300 up to 3,600;retired;NA;NA;public official;Protestant church;less often;no;2;no;10.000-
Female;54;Upper Austria;101;2;immigration;integration of foreigners;integration of immigrants (general);2;3;1;3;3;3;1;2;3;2;1;1;2;1;1;2;4;2;5;5;1;NA;2;2;2;1;1;2;1;2;4;1;2;2;1;1;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;2,700 up to 3,000;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;at least once a month;no;3;no;5.000-
Male;78;Vienna;101;3;infrastructure;road traffic;cyclists / pedestrians;2;2;1;2;2;1;1;2;3;2;2;1;1;1;4;1;3;1;5;6;2;1;3;1;1;3;2;5;3;1;3;1;1;1;1;3;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;1,650 up to 1,800;retired;NA;NA;employee;Roman-Catholic church;only on special holidays;no;1;no;1M.+
Female;18;Upper Austria;95;1;immigration;foreigners and job market;racism / xenophobia;3;2;2;5;1;4;1;2;2;2;2;2;2;3;2;2;5;5;3;5;2;2;NA;5;3;4;1;3;5;5;2;5;5;3;1;3;FALSE;88;10;ÖVP;yes;Austria;primary school/secondary education first stage;don't know;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;only on special holidays;yes;6;yes;2.500-
Female;58;Burgenland;101;1;don't know;don't know;don't know;3;3;1;3;2;5;2;1;2;2;2;1;2;2;2;1;3;3;2;4;1;NA;2;1;2;4;1;2;5;4;2;5;2;5;5;4;FALSE;88;10;SPÖ;yes;Austria;Magister/Master;3,900 and more;employed;employed,15 - 35h weekly;3;NA;Roman-Catholic church;at least once a month;no;2;no;2.500-
Male;60;Salzburg;96;3;immigration;asylum/refugees;asylum / admission of refugees;3;3;1;2;3;4;2;2;3;1;1;1;1;1;3;3;3;1;5;6;2;1;3;4;1;3;3;3;4;3;3;3;2;4;3;4;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;1,350 up to 1,500;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;at least once a month;no;2;no;2.500-
Female;68;Vorarlberg;76;2;welfare state;welfare state (gen.);social policy / welfare state (general);3;4;1;3;2;1;1;2;4;1;1;1;2;1;3;3;4;3;4;4;1;NA;2;3;1;2;1;4;2;2;4;2;4;3;1;3;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;2,700 up to 3,000;retired;NA;NA;employee;Roman-Catholic church;at least once a month;no;2;no;5.000-
Male;23;Styria;90;2;immigration;asylum/refugees;asylum / admission of refugees;2;2;1;4;3;4;2;2;2;2;1;1;2;1;3;3;4;2;5;7;2;1;3;4;2;3;2;3;4;3;2;4;4;1;1;4;FALSE;1;10;NEOS;yes;Austria;AHS with diploma;3,300 up to 3,600;a student at university;NA;NA;NA;none;never;no;NA;no;2.500-
Male;28;Styria;89;88;Europe;EU: enlargement;Brexit;2;2;2;5;2;5;4;2;3;2;2;1;1;2;2;3;5;3;4;5;88;NA;NA;3;3;4;3;2;3;3;4;4;2;2;2;4;TRUE;2;9;ÖVP;yes;Austria;Magister/Master;2,100 up to 2,250;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;NA;no;50.000-
Female;62;Upper Austria;123;3;immigration;asylum/refugees;asylum / admission of refugees;2;3;3;3;3;2;3;2;2;2;2;2;2;2;2;2;3;2;3;5;1;NA;2;3;3;3;2;2;3;3;2;3;3;2;3;4;FALSE;3;10;ÖVP;yes;Austria;primary school/secondary education first stage;3,000 up to 3,300;retired;NA;NA;blue-collar worker;Roman-Catholic church;at least once a month;no;3;no;2.500-
Male;46;Lower Austria;96;2;immigration;integration of foreigners;integration of immigrants (general);2;3;1;1;3;1;1;2;2;1;1;1;4;1;5;3;5;3;5;7;1;NA;1;3;5;1;1;5;5;3;3;3;4;1;5;5;TRUE;2;10;ÖVP;yes;Austria;polytechnic institute;3,300 up to 3,600;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;at least once a month;yes;3;no;2.500-
Female;44;Lower Austria;111;3;don't know;don't know;don't know;2;2;1;2;3;1;1;2;2;1;1;1;1;1;2;2;3;1;5;1;1;NA;88;1;1;2;2;3;3;3;3;3;2;2;3;3;FALSE;88;10;SPÖ;yes;Austria;vocational training/school;2,100 up to 2,250;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;at least once a month;yes;NA;no;NA
Female;54;Salzburg;92;1;immigration;asylum/refugees;asylum / admission of refugees;4;3;1;3;2;3;1;4;4;1;1;2;3;1;3;3;4;1;5;5;2;1;3;4;3;2;1;3;2;1;4;1;4;1;2;1;FALSE;88;10;ÖVP;yes;Austria;vocational training/school;don't know;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;only on special holidays;yes;NA;no;50.000-
Female;67;Upper Austria;96;2;not classifiable;not classifiable;not classifiable;3;3;1;3;3;5;88;2;1;1;1;1;3;3;3;3;3;1;5;9;1;NA;2;3;1;3;2;5;3;3;4;5;3;3;3;3;FALSE;3;10;ÖVP;yes;Austria;primary school/secondary education first stage;1,650 up to 1,800;retired;NA;NA;farmer;Roman-Catholic church;more often than once a week;no;2;no;5.000-
Male;63;Styria;102;4;don't know;don't know;don't know;3;4;1;5;1;5;2;4;4;4;1;1;4;1;5;5;5;5;5;5;2;2;NA;5;5;1;3;3;3;2;5;5;5;1;2;1;FALSE;3;9;other;yes;Austria;Doctorate/PhD;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;no;5;no;50.000-
Female;27;Styria;103;2;reform of institutions;political system/governmental system;calling early elections;3;2;2;3;2;1;2;2;3;2;4;3;2;4;2;2;5;5;4;3;1;NA;3;3;5;5;1;2;4;1;2;4;5;1;2;3;FALSE;1;10;Greens;yes;Austria;vocational training/school;900 up to 1,050;employed;employed, more than 35h weekly;5;NA;Roman-Catholic church;never;no;3;no;50.000-
Female;70;Lower Austria;88;1;education and culture;education general;education / education policy (general);3;3;4;2;3;4;2;2;3;1;3;1;2;1;4;4;4;2;5;5;1;NA;1;4;4;2;2;4;5;3;4;4;4;3;4;4;FALSE;3;10;ÖVP;yes;Austria;university-related college ;3,600 up to 3,900;retired;NA;NA;public official;Roman-Catholic church;at least once a month;yes;2;no;<2.500
Female;43;Burgenland;94;1;immigration;asylum/refugees;asylum / admission of refugees;4;1;1;2;1;2;1;4;4;2;1;3;3;1;4;3;5;1;5;5;2;1;3;2;4;1;2;5;4;1;4;1;5;1;3;1;FALSE;88;10;ÖVP;yes;Germany;university-related college ;1,950 up to 2,100;employed;employed, more than 35h weekly;1;NA;Protestant church;never;yes;NA;no;<2.500
Female;41;Upper Austria;129;3;don't know;don't know;don't know;2;4;3;1;3;1;1;2;3;1;1;1;1;1;1;2;5;4;4;5;1;NA;2;2;5;5;1;1;1;5;1;5;1;1;88;88;FALSE;3;10;ÖVP;yes;Austria;BHS with diploma ;3,300 up to 3,600;employed;employed, less than 15h weekly;5;NA;Roman-Catholic church;at least once a month;no;2;no;5.000-
Female;67;Upper Austria;97;2;not classifiable;not classifiable;not classifiable;2;2;1;3;1;5;2;2;3;2;1;1;1;1;3;3;3;1;5;5;1;NA;2;1;4;5;1;5;4;5;5;3;1;2;2;3;FALSE;3;10;ÖVP;yes;Austria;Magister/Master;3,900 and more;retired;NA;NA;public official;Roman-Catholic church;less often;yes;2;no;10.000-
Female;53;Vienna;129;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;2;4;4;4;2;4;4;1;1;1;2;1;3;2;2;1;4;7;2;2;NA;4;3;3;1;5;1;4;2;2;3;2;2;3;FALSE;3;10;ÖVP;yes;Germany;Magister/Master;3,900 and more;employed;employed,15 - 35h weekly;1;NA;none;never;no;3;no;1M.+
Male;19;Tyrol;107;2;environment protection;environmentalism (gen.);environmental protection/sustainability/conservation (general);2;2;2;4;2;4;2;2;4;2;1;3;3;2;3;3;4;2;4;2;2;1;3;4;3;3;1;2;2;4;3;2;3;2;1;2;TRUE;2;9;other;yes;Austria;AHS with diploma;don't know;military/civilian service, voluntary social year;NA;NA;don't know;none;never;no;NA;yes;2.500-
Female;76;Upper Austria;128;2;welfare state;pension;pensioners / elderly people (general);1;3;1;4;3;3;2;3;3;1;2;1;2;1;3;2;5;3;1;5;1;NA;2;1;3;4;3;4;4;3;3;5;4;5;5;3;FALSE;3;10;SPÖ;yes;Austria;Bachelor;1,650 up to 1,800;retired;NA;NA;employee;Roman-Catholic church;never;no;1;no;50.000-
Male;85;Styria;96;1;immigration;immigration general;immigration / immigrants / foreigners (general);3;3;2;1;5;1;1;2;4;1;1;1;1;2;2;2;2;4;2;8;2;2;NA;5;2;2;2;5;4;4;2;4;1;4;4;2;FALSE;3;10;ÖVP;yes;Austria;Doctorate/PhD;refused;retired;NA;NA;employee;Roman-Catholic church;less often;no;2;no;50.000-
Female;50;Styria;79;2;immigration;asylum/refugees;asylum / admission of refugees;4;3;1;1;1;4;1;2;4;4;3;3;3;1;5;5;1;1;5;5;1;NA;1;5;1;1;1;5;2;2;4;4;4;1;1;2;FALSE;88;10;FPÖ;yes;Austria;vocational middle school ;750 up to 900;employed;employed,15 - 35h weekly;1;NA;none;less often;no;1;no;50.000-
