nohhold,nomem,gebjaar,geslacht,positie,oplzon,oplmet,bezighei,aantalhh,aantalki,sted,regio,prov,woonvorm,account,kostwin,partner,woning
24466,1,1989,2,2,5,5,1,2,0,NA,NA,NA,2,1,0,1,2
24466,2,1989,1,1,5,5,1,2,0,NA,NA,NA,2,0,1,1,2
24486,1,1949,1,1,5,5,8,2,0,5,3,21,2,0,1,1,2
24486,2,1949,2,2,3,3,8,2,0,5,3,21,2,1,0,1,2
24512,1,1973,1,1,5,5,1,4,2,4,3,21,3,0,1,1,1
24512,2,1975,2,3,5,5,1,4,2,4,3,21,3,1,0,1,1
24512,3,2002,2,5,5,5,1,4,2,4,3,21,3,0,0,1,1
24512,4,2004,1,5,3,3,6,4,2,4,3,21,3,0,0,1,1
24538,1,1955,1,1,3,3,9,2,0,5,3,22,2,1,0,1,1
24538,2,1961,2,2,3,3,1,2,0,5,3,22,2,0,1,1,1
24561,1,1940,1,1,6,6,8,2,0,1,2,27,2,0,1,1,1
24561,2,1945,2,2,8,9,8,2,0,1,2,27,2,1,0,1,1
24610,1,1973,2,2,5,5,7,5,3,4,4,25,3,1,0,1,2
24610,2,1968,1,1,5,5,9,5,3,4,4,25,3,0,1,1,2
24610,3,2003,1,5,3,3,6,5,3,4,4,25,3,0,0,1,2
24610,4,2007,2,5,2,2,6,5,3,4,4,25,3,0,0,1,2
24610,5,2015,2,5,8,8,6,5,3,4,4,25,3,0,0,1,2
24614,2,1976,2,1,5,5,1,5,4,4,5,30,4,1,1,0,2
24614,3,2002,2,5,5,3,6,5,4,4,5,30,4,0,0,0,2
24614,4,2005,1,5,1,8,6,5,4,4,5,30,4,0,0,0,2
24614,5,2010,2,5,2,8,6,5,4,4,5,30,4,0,0,0,2
24614,6,2012,1,5,2,8,6,5,4,4,5,30,4,0,0,0,2
24620,1,1967,1,1,6,6,4,1,0,NA,NA,NA,1,1,1,0,2
24649,1,1969,1,1,5,5,3,2,0,3,4,23,2,0,1,1,1
24649,4,1970,2,2,4,4,1,2,0,3,4,23,2,1,0,1,1
24674,1,1956,2,2,5,5,7,3,1,4,2,27,3,0,0,1,1
24674,2,1956,1,1,5,5,1,3,1,4,2,27,3,1,1,1,1
24674,4,1988,1,5,5,5,1,3,1,4,2,27,3,0,0,1,1
24742,1,1994,1,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,1
24790,1,1966,2,2,5,4,9,2,0,3,2,28,2,1,0,1,1
24790,2,1962,1,1,5,5,1,2,0,3,2,28,2,0,1,1,1
24834,1,1985,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
24859,1,1934,1,1,3,3,8,2,0,2,4,23,2,0,1,1,1
24859,2,1935,2,2,3,3,7,2,0,2,4,23,2,1,0,1,1
24877,1,1978,1,2,6,5,1,4,2,NA,NA,NA,3,0,0,1,1
24877,2,1982,2,1,6,6,1,4,2,NA,NA,NA,3,1,1,1,1
24877,3,2007,1,5,2,8,13,4,2,NA,NA,NA,3,0,0,1,1
24877,4,2014,1,5,2,8,13,4,2,NA,NA,NA,3,0,0,1,1
24885,1,1938,2,1,4,4,7,1,0,NA,NA,NA,1,1,1,0,1
24938,1,1947,2,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
24980,1,1989,1,1,7,7,1,2,0,1,2,26,2,1,1,1,2
24980,2,1988,1,3,7,7,3,2,0,1,2,26,2,0,0,1,2
24982,1,1975,1,1,5,5,1,3,1,3,2,26,3,1,1,1,1
24982,2,1976,2,3,5,5,1,3,1,3,2,26,3,0,0,1,1
24982,3,2016,2,5,8,8,13,3,1,3,2,26,3,0,0,1,1
25002,1,1973,2,1,3,3,1,2,1,NA,NA,NA,4,1,1,0,2
25002,2,1995,2,5,3,3,1,2,1,NA,NA,NA,4,0,0,0,2
25009,1,1950,2,3,3,3,8,2,0,5,3,22,2,1,0,1,1
25009,2,1950,1,1,5,5,8,2,0,5,3,22,2,0,1,1,1
25087,1,1969,1,1,5,5,1,5,2,3,2,26,5,0,1,1,1
25087,2,1973,2,2,6,6,1,5,2,3,2,26,5,1,0,1,1
25087,3,1996,1,5,3,3,1,5,2,3,2,26,5,0,0,1,1
25087,4,1998,2,7,7,4,6,5,2,3,2,26,5,0,0,1,1
25087,5,2003,1,5,5,3,6,5,2,3,2,26,5,0,0,1,1
25123,1,1964,1,1,5,5,9,1,0,3,5,30,1,1,1,0,2
25175,1,1967,2,2,5,5,1,2,0,NA,NA,NA,2,1,0,1,1
25175,2,1960,1,1,5,5,1,2,0,NA,NA,NA,2,0,1,1,1
25224,1,1986,1,1,6,6,1,2,0,5,3,22,2,0,1,1,1
25224,3,1988,2,3,7,7,2,2,0,5,3,22,2,1,0,1,1
25259,1,1945,2,2,3,2,7,2,0,2,4,23,2,1,0,1,1
25259,6,1942,1,1,5,5,12,2,0,2,4,23,2,0,1,1,1
25290,1,1983,1,1,7,4,1,1,0,1,1,28,1,1,1,0,2
25367,1,1975,2,1,5,5,1,2,1,3,4,24,4,1,1,0,2
25367,3,2004,1,5,4,2,6,2,1,3,4,24,4,0,0,0,2
25387,1,1962,1,1,3,3,4,1,0,2,1,28,1,1,1,0,2
25421,1,1963,2,7,5,5,9,2,0,4,5,31,5,1,0,0,1
25421,3,1968,1,1,3,3,1,2,0,4,5,31,5,0,1,0,1
25473,1,1975,1,1,6,6,1,3,1,NA,NA,NA,3,1,1,1,1
25473,2,1992,2,2,5,5,7,3,1,NA,NA,NA,3,0,0,1,1
25473,3,2016,2,5,8,8,13,3,1,NA,NA,NA,3,0,0,1,1
25538,1,1987,2,3,6,6,1,2,0,NA,NA,NA,2,1,0,1,2
25538,2,1985,1,1,6,6,3,2,0,NA,NA,NA,2,0,1,1,2
25561,1,1979,2,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,2
25566,1,1975,2,1,5,5,1,1,0,4,4,25,1,1,1,0,2
25658,1,1941,1,2,3,3,8,2,0,5,5,31,2,0,1,1,1
25658,2,1954,2,1,3,3,7,2,0,5,5,31,2,1,0,1,1
25749,1,1982,2,1,3,2,12,1,0,1,1,28,1,1,1,0,2
25886,1,1977,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,2
25938,1,1960,2,3,3,3,1,2,0,NA,NA,NA,2,0,0,1,1
25938,2,1967,1,1,4,4,1,2,0,NA,NA,NA,2,1,1,1,1
25953,1,1976,2,1,7,7,1,4,2,NA,NA,NA,3,1,1,1,1
25953,2,1975,1,3,7,6,1,4,2,NA,NA,NA,3,0,0,1,1
25953,3,2009,2,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
25953,4,2011,2,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
25998,1,1995,2,1,6,6,1,1,0,NA,NA,NA,1,1,1,0,3
26005,1,1973,1,1,5,5,1,4,2,3,4,25,3,1,1,1,1
26005,2,1989,2,2,5,5,1,4,2,3,4,25,3,0,0,1,1
26005,3,2016,1,5,8,8,13,4,2,3,4,25,3,0,0,1,1
26005,4,2018,2,5,8,8,13,4,2,3,4,25,3,0,0,1,1
26111,1,1946,1,1,5,5,8,2,0,1,1,28,2,1,1,1,2
26111,2,1956,2,2,3,3,7,2,0,1,1,28,2,0,0,1,2
26187,1,1972,2,1,7,7,1,4,2,NA,NA,NA,3,1,0,1,1
26187,2,1961,1,3,9,3,3,4,2,NA,NA,NA,3,0,1,1,1
26187,3,1992,2,5,6,6,1,4,2,NA,NA,NA,3,0,0,1,1
26187,4,2003,1,5,4,2,6,4,2,NA,NA,NA,3,0,0,1,1
26216,1,1947,1,1,3,3,8,2,0,4,5,30,2,0,1,1,1
26216,4,1946,2,2,7,7,8,2,0,4,5,30,2,1,0,1,1
26307,1,1956,2,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
26346,1,1987,1,1,7,7,1,4,2,NA,NA,NA,3,0,1,1,1
26346,2,1989,2,3,7,7,1,4,2,NA,NA,NA,3,1,0,1,1
26346,3,2016,2,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
26346,4,2018,1,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
26368,1,1985,1,3,6,6,1,2,0,NA,NA,NA,2,0,0,1,1
26368,2,1984,1,1,5,5,1,2,0,NA,NA,NA,2,1,1,1,1
26432,1,1956,1,1,3,3,9,2,0,5,3,22,2,0,1,1,1
26432,2,1959,2,2,4,4,7,2,0,5,3,22,2,1,0,1,1
26449,1,1975,1,1,5,5,1,3,1,4,5,30,3,1,1,1,1
26449,2,1974,2,2,5,5,1,3,1,4,5,30,3,0,0,1,1
26449,3,2009,2,5,2,8,13,3,1,4,5,30,3,0,0,1,1
26461,1,1969,2,2,3,3,1,4,2,5,4,23,3,1,0,1,1
26461,2,1968,1,1,3,3,1,4,2,5,4,23,3,0,1,1,1
26461,3,1999,1,5,5,3,6,4,2,5,4,23,3,0,0,1,1
26461,8,2002,2,5,6,4,6,4,2,5,4,23,3,0,0,1,1
26571,1,1984,2,3,6,6,1,2,0,4,4,25,2,0,0,1,1
26571,2,1980,1,1,6,6,1,2,0,4,4,25,2,1,1,1,1
26728,2,1950,2,4,3,3,7,5,1,4,3,22,5,0,0,1,1
26728,3,1979,1,1,6,6,1,5,1,4,3,22,5,1,1,1,1
26728,4,1983,2,7,5,5,1,5,1,4,3,22,5,0,0,1,1
26728,5,1984,2,2,6,6,1,5,1,4,3,22,5,0,0,1,1
26728,6,2016,1,5,8,8,13,5,1,4,3,22,5,0,0,1,1
26729,1,1974,2,1,5,5,1,3,1,3,4,25,3,0,0,1,2
26729,2,1974,1,2,5,5,1,3,1,3,4,25,3,1,1,1,2
26729,3,1992,1,5,5,5,4,3,1,3,4,25,3,0,0,1,2
26767,1,1957,2,2,5,5,7,2,0,2,4,25,2,1,0,1,2
26767,2,1957,1,1,3,3,9,2,0,2,4,25,2,0,1,1,2
26819,1,1983,1,1,6,6,1,4,2,NA,NA,NA,3,1,1,1,1
26819,2,1984,2,2,6,4,7,4,2,NA,NA,NA,3,0,0,1,1
26819,3,2012,2,5,2,8,13,4,2,NA,NA,NA,3,0,0,1,1
26819,4,2016,1,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
26890,1,1974,2,2,3,3,1,4,2,5,3,21,3,1,0,1,1
26890,2,1971,1,1,5,5,1,4,2,5,3,21,3,0,1,1,1
26890,3,2005,1,5,3,2,6,4,2,5,3,21,3,0,0,1,1
26890,4,2008,1,5,2,8,6,4,2,5,3,21,3,0,0,1,1
26935,1,1985,2,1,7,7,1,1,0,1,2,26,1,1,1,0,1
26949,1,1965,2,1,2,2,7,7,5,NA,NA,NA,3,1,0,1,2
26949,2,1962,1,2,5,5,10,7,5,NA,NA,NA,3,0,1,1,2
26949,3,1990,2,5,3,3,10,7,5,NA,NA,NA,3,0,0,1,2
26949,4,1984,1,5,4,4,1,7,5,NA,NA,NA,3,0,0,1,2
26949,5,2000,2,5,8,8,11,7,5,NA,NA,NA,3,0,0,1,2
26949,6,1983,1,5,6,6,1,7,5,NA,NA,NA,3,0,0,1,2
26949,7,2000,2,5,8,8,11,7,5,NA,NA,NA,3,0,0,1,2
26976,1,1991,2,1,5,5,1,3,1,NA,NA,NA,3,1,1,1,1
26976,2,1990,1,2,5,3,4,3,1,NA,NA,NA,3,0,0,1,1
26976,3,2018,2,5,8,8,13,3,1,NA,NA,NA,3,0,0,1,1
26986,1,1952,1,1,7,7,8,2,0,4,5,30,2,1,1,1,1
26986,2,1953,2,2,4,4,8,2,0,4,5,30,2,0,0,1,1
27063,1,1935,2,1,3,3,8,1,0,NA,NA,NA,1,1,1,0,2
27081,1,1963,2,1,6,6,3,2,0,NA,NA,NA,2,1,0,1,1
27081,2,1964,1,3,6,3,3,2,0,NA,NA,NA,2,0,1,1,1
27117,1,1977,1,1,6,4,1,4,2,NA,NA,NA,3,0,1,1,1
27117,2,1981,2,2,6,6,1,4,2,NA,NA,NA,3,1,0,1,1
27117,3,2010,2,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
27117,4,2014,1,5,8,8,13,4,2,NA,NA,NA,3,0,0,1,1
27174,1,1990,1,1,6,5,1,1,0,NA,NA,NA,1,1,1,0,3
27187,1,1982,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
27208,1,1973,1,1,6,6,1,3,1,1,1,28,3,1,1,1,1
27208,2,1967,2,2,7,7,3,3,1,1,1,28,3,0,0,1,1
27208,3,2005,2,5,2,2,6,3,1,1,1,28,3,0,0,1,1
27217,1,1973,2,1,6,5,11,1,0,5,4,25,1,1,1,0,2
27239,1,1985,2,2,6,6,5,4,2,1,1,28,3,0,0,1,1
27239,2,2013,1,5,2,8,6,4,2,1,1,28,3,0,0,1,1
27239,3,1978,1,1,5,5,1,4,2,1,1,28,3,1,1,1,1
27239,4,2013,1,5,8,8,13,4,2,1,1,28,3,0,0,1,1
27392,1,1961,1,1,3,3,1,1,0,NA,NA,NA,1,1,1,0,2
27416,1,1952,1,1,3,3,8,2,0,NA,NA,NA,2,1,1,1,1
27416,2,1954,2,2,3,3,8,2,0,NA,NA,NA,2,0,0,1,1
27418,1,1969,2,2,5,5,7,2,0,NA,NA,NA,2,0,0,1,1
27418,2,1966,1,1,4,4,1,2,0,NA,NA,NA,2,1,1,1,1
27444,1,1989,2,3,5,5,1,2,0,NA,NA,NA,2,1,0,1,1
27444,2,1990,1,1,7,7,1,2,0,NA,NA,NA,2,0,1,1,1
27450,1,1952,1,1,2,2,9,2,0,2,5,30,5,0,0,0,1
27450,2,1959,2,7,5,5,1,2,0,2,5,30,5,1,1,0,1
27462,1,1986,2,2,5,5,7,5,3,4,4,24,3,1,0,1,1
27462,2,1982,1,1,5,5,1,5,3,4,4,24,3,0,1,1,1
27462,3,2007,2,5,4,2,6,5,3,4,4,24,3,0,0,1,1
27462,4,2010,2,5,2,8,6,5,3,4,4,24,3,0,0,1,1
27462,5,2015,1,5,2,8,6,5,3,4,4,24,3,0,0,1,1
27475,1,1983,2,2,7,7,1,4,1,NA,NA,NA,5,0,0,1,1
27475,2,1980,1,1,6,6,1,4,1,NA,NA,NA,5,1,1,1,1
27475,3,1979,2,7,3,3,1,4,1,NA,NA,NA,5,0,0,1,1
27475,4,2018,2,5,8,8,13,4,1,NA,NA,NA,5,0,0,1,1
27487,1,1947,1,1,5,5,8,2,0,4,4,23,2,0,1,1,1
27487,5,1947,2,2,5,5,8,2,0,4,4,23,2,1,0,1,1
27578,1,1944,1,1,7,7,8,2,0,2,4,25,2,0,1,1,2
27578,2,1945,2,2,6,6,8,2,0,2,4,25,2,1,0,1,2
27581,1,1953,1,1,6,5,9,1,0,5,2,27,1,1,1,0,2
27653,1,1965,1,1,6,6,9,1,0,4,3,20,1,1,1,0,2
27689,1,1945,1,1,4,4,8,2,0,4,5,30,2,1,1,1,1
27689,2,1945,2,2,3,3,8,2,0,4,5,30,2,0,0,1,1
27718,1,1988,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
27754,1,1951,1,1,6,6,8,2,0,4,5,30,2,1,0,1,1
27754,2,1950,2,2,6,6,8,2,0,4,5,30,2,0,1,1,1
27771,1,1955,2,1,6,6,7,1,0,NA,NA,NA,1,1,1,0,1
27846,1,1967,1,1,6,4,1,1,0,NA,NA,NA,1,1,1,0,1
27923,1,1967,1,1,3,3,1,4,2,4,2,26,3,1,1,1,1
27923,2,1968,2,2,4,4,1,4,2,4,2,26,3,0,0,1,1
27923,4,1994,2,5,6,4,1,4,2,4,2,26,3,0,0,1,1
27923,5,1996,1,5,5,5,1,4,2,4,2,26,3,0,0,1,1
27979,1,1983,2,6,5,5,1,2,0,4,4,25,5,1,0,0,1
27979,2,1983,1,1,5,5,1,2,0,4,4,25,5,0,1,0,1
28014,1,1959,2,1,6,6,1,3,1,NA,NA,NA,3,1,1,1,1
28014,2,1958,1,2,3,3,11,3,1,NA,NA,NA,3,0,0,1,1
28014,3,1991,1,5,6,6,6,3,1,NA,NA,NA,3,0,0,1,1
28025,1,1968,1,1,6,6,1,2,0,NA,NA,NA,2,1,1,1,1
28025,2,1967,2,2,5,5,1,2,0,NA,NA,NA,2,0,0,1,1
28026,1,1987,2,1,5,5,9,3,1,2,4,25,3,1,1,1,2
28026,2,2007,1,5,3,2,13,3,1,2,4,25,3,0,0,1,2
28026,3,1983,1,3,5,5,9,3,1,2,4,25,3,0,0,1,2
28048,1,1955,1,1,6,6,1,2,0,2,4,23,2,1,1,1,1
28048,2,1960,2,2,5,5,1,2,0,2,4,23,2,0,0,1,1
28054,1,1938,1,1,6,6,8,1,0,NA,NA,NA,1,1,1,0,1
28115,1,1984,1,1,5,3,1,1,0,4,5,30,1,1,1,0,2
28144,1,1975,1,1,6,6,1,4,2,3,4,23,3,1,0,1,1
28144,2,1977,2,2,6,6,1,4,2,3,4,23,3,0,0,1,1
28144,3,2010,1,5,2,8,13,4,2,3,4,23,3,0,0,1,1
28144,4,2012,1,5,2,8,13,4,2,3,4,23,3,0,1,1,1
28235,1,1969,2,1,6,6,4,2,1,NA,NA,NA,4,1,1,0,1
28235,2,1998,1,5,3,3,1,2,1,NA,NA,NA,4,0,0,0,1
28281,1,1973,2,3,6,9,1,3,1,NA,NA,NA,3,1,0,1,1
28281,2,2011,2,5,2,8,6,3,1,NA,NA,NA,3,0,0,1,1
28281,3,1963,1,1,6,6,1,3,1,NA,NA,NA,3,0,1,1,1
28282,1,1951,1,1,3,3,7,2,0,3,5,30,2,1,1,1,1
28282,5,1952,2,2,3,3,8,2,0,3,5,30,2,0,0,1,1
28294,1,1983,1,1,7,6,1,4,2,3,5,30,3,1,1,1,1
28294,2,1982,2,2,6,6,1,4,2,3,5,30,3,0,0,1,1
28294,3,2015,1,5,8,8,13,4,2,3,5,30,3,0,0,1,1
28294,4,2017,1,5,8,8,13,4,2,3,5,30,3,0,0,1,1
28388,1,1985,2,2,6,6,7,4,2,3,4,25,3,1,0,1,2
28388,2,1983,1,1,6,4,1,4,2,3,4,25,3,0,1,1,2
28388,3,2012,2,5,2,8,13,4,2,3,4,25,3,0,0,1,2
28388,4,2015,1,5,2,8,13,4,2,3,4,25,3,0,0,1,2
28413,1,1992,2,1,6,6,3,2,0,NA,NA,NA,2,1,1,1,1
28413,2,1990,1,2,5,5,1,2,0,NA,NA,NA,2,0,0,1,1
28438,1,1942,1,1,3,3,8,2,0,3,5,30,2,0,1,1,2
28438,2,1945,2,2,3,3,8,2,0,3,5,30,2,1,0,1,2
28578,1,1983,2,2,7,7,1,4,2,3,5,30,3,1,0,1,1
28578,2,1982,1,1,7,7,1,4,2,3,5,30,3,0,1,1,1
28578,3,2015,1,5,8,8,13,4,2,3,5,30,3,0,0,1,1
28578,4,2018,2,5,8,8,13,4,2,3,5,30,3,0,0,1,1
28588,1,1952,1,1,3,3,8,3,1,4,5,31,3,1,1,1,1
28588,2,1953,2,2,6,6,3,3,1,4,5,31,3,0,0,1,1
28588,3,1986,1,5,7,7,1,3,1,4,5,31,3,0,0,1,1
28593,1,1941,1,1,3,3,8,1,0,1,1,28,1,1,1,0,2
28611,1,1974,2,1,7,7,2,2,1,2,4,25,4,1,1,0,2
28611,2,2009,2,5,2,8,13,2,1,2,4,25,4,0,0,0,2
28619,1,1975,1,1,7,7,1,4,2,3,5,30,3,0,1,1,1
28619,2,1980,2,2,7,7,1,4,2,3,5,30,3,1,0,1,1
28619,3,2009,1,5,2,8,6,4,2,3,5,30,3,0,0,1,1
28619,4,2013,1,5,2,8,6,4,2,3,5,30,3,0,0,1,1
28648,1,1969,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
28681,1,1946,1,1,3,2,8,2,0,2,4,23,2,0,1,1,1
28681,2,1947,2,2,3,3,8,2,0,2,4,23,2,1,0,1,1
28805,1,1988,2,1,6,4,1,2,0,NA,NA,NA,2,1,1,1,2
28805,2,1991,1,3,6,3,7,2,0,NA,NA,NA,2,0,0,1,2
28865,1,1946,1,1,7,7,7,2,0,2,5,31,2,1,1,1,1
28865,2,1944,2,2,7,7,8,2,0,2,5,31,2,0,0,1,1
28875,1,1963,1,1,6,6,1,3,2,5,5,31,4,1,1,0,1
28875,3,1998,1,5,2,2,6,3,2,5,5,31,4,0,0,0,1
28875,4,2001,2,5,8,8,6,3,2,5,5,31,4,0,0,0,1
28885,1,1962,2,2,6,6,7,3,1,NA,NA,NA,3,1,0,1,1
28885,2,1962,1,1,6,6,1,3,1,NA,NA,NA,3,0,1,1,1
28885,3,1999,1,5,4,4,6,3,1,NA,NA,NA,3,0,0,1,1
28892,1,1956,2,2,5,5,3,2,0,5,3,21,2,1,0,1,1
28892,2,1954,1,1,3,3,1,2,0,5,3,21,2,0,1,1,1
28972,1,1985,2,2,7,6,1,4,2,NA,NA,NA,3,1,1,1,1
28972,2,1980,1,1,5,5,1,4,2,NA,NA,NA,3,0,0,1,1
28972,3,2011,1,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
28972,4,2014,1,5,2,8,6,4,2,NA,NA,NA,3,0,0,1,1
28973,1,1941,2,1,3,3,7,1,0,3,4,24,1,1,1,0,2
29009,1,1963,2,3,3,3,3,2,0,NA,NA,NA,2,0,0,1,1
29009,2,1968,1,1,4,4,1,2,0,NA,NA,NA,2,1,1,1,1
29131,1,1956,1,1,5,5,1,4,0,3,2,27,5,1,1,1,2
29131,2,1959,2,2,3,3,12,4,0,3,2,27,5,0,0,1,2
29131,3,2008,2,7,2,8,13,4,0,3,2,27,5,0,0,1,2
29131,4,2011,2,7,2,8,13,4,0,3,2,27,5,0,0,1,2
29137,1,1949,1,1,6,6,8,2,0,4,4,23,2,1,1,1,1
29137,2,1950,2,2,6,6,8,2,0,4,4,23,2,0,0,1,1
29210,2,1981,2,1,6,6,1,3,2,3,2,28,4,1,1,0,1
29210,3,2010,2,5,2,8,6,3,2,3,2,28,4,0,0,0,1
29210,4,2013,2,5,2,8,6,3,2,3,2,28,4,0,0,0,1
29223,1,1957,1,1,7,7,11,1,0,1,2,26,1,1,1,0,2
29230,1,1949,2,1,7,7,8,1,0,NA,NA,NA,1,1,1,0,2
29233,1,1985,2,2,7,6,1,3,1,2,5,30,3,1,0,1,1
29233,2,1984,1,1,5,5,1,3,1,2,5,30,3,0,1,1,1
29233,3,2019,2,5,8,8,13,3,1,2,5,30,3,0,0,1,1
29273,1,1957,1,1,3,3,9,1,0,NA,NA,NA,1,1,1,0,2
29314,1,1971,2,1,7,7,3,1,0,3,3,20,1,1,1,0,1
29410,1,1982,2,2,6,6,1,5,3,3,4,25,3,1,0,1,1
29410,2,1973,1,1,5,5,1,5,3,3,4,25,3,0,1,1,1
29410,3,2011,2,5,2,8,13,5,3,3,4,25,3,0,0,1,1
29410,4,2014,1,5,2,8,13,5,3,3,4,25,3,0,0,1,1
29410,5,2016,1,5,8,8,13,5,3,3,4,25,3,0,0,1,1
29412,1,1980,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,1
29448,1,1951,1,1,3,3,8,2,0,4,3,20,2,0,1,1,1
29448,2,1950,2,2,3,3,8,2,0,4,3,20,2,1,0,1,1
29516,1,1987,1,1,6,5,1,2,0,NA,NA,NA,2,1,1,1,1
29516,2,1994,2,3,6,6,1,2,0,NA,NA,NA,2,0,0,1,1
29535,1,1997,2,1,7,4,6,1,0,NA,NA,NA,1,1,1,0,2
29537,1,1987,1,1,5,5,1,2,0,NA,NA,NA,2,1,1,1,1
29537,2,1990,2,2,5,5,1,2,0,NA,NA,NA,2,0,0,1,1
29555,1,1944,1,1,6,6,8,2,0,1,1,28,2,0,1,1,1
29555,2,1945,2,2,3,3,8,2,0,1,1,28,2,1,0,1,1
29606,1,1958,1,1,7,7,1,2,0,NA,NA,NA,2,1,1,1,1
29606,2,1959,2,2,3,3,1,2,0,NA,NA,NA,2,0,0,1,1
29625,1,1978,2,1,6,5,1,1,0,NA,NA,NA,1,1,1,0,2
29704,1,1983,2,2,3,3,7,2,0,NA,NA,NA,2,0,0,1,1
29704,2,1976,1,1,6,6,1,2,0,NA,NA,NA,2,1,1,1,1
29795,1,1987,1,1,5,5,1,3,1,NA,NA,NA,3,1,1,1,2
29795,2,1988,2,2,5,5,1,3,1,NA,NA,NA,3,0,0,1,2
29795,3,2015,2,5,8,8,1,3,1,NA,NA,NA,3,0,0,1,2
29800,1,1980,2,3,5,5,1,4,2,3,3,21,3,1,0,1,1
29800,2,1981,1,1,3,3,1,4,2,3,3,21,3,0,1,1,1
29800,3,2009,2,5,2,8,6,4,2,3,3,21,3,0,0,1,1
29800,4,2013,1,5,2,8,13,4,2,3,3,21,3,0,0,1,1
29868,1,1966,1,1,7,7,1,4,2,4,5,30,3,1,1,1,1
29868,2,1966,2,2,5,5,1,4,2,4,5,30,3,0,0,1,1
29868,3,1996,1,5,5,4,6,4,2,4,5,30,3,0,0,1,1
29868,4,1998,1,5,6,4,6,4,2,4,5,30,3,0,0,1,1
29882,1,1965,1,1,5,5,1,1,0,NA,NA,NA,1,1,1,0,2
29992,1,1958,2,2,5,5,3,2,0,2,5,30,2,1,0,1,1
29992,2,1957,1,1,5,5,1,2,0,2,5,30,2,0,1,1,1
29993,1,1977,1,1,6,6,1,4,3,4,3,20,4,1,1,0,1
29993,3,2008,2,5,8,8,13,4,3,4,3,20,4,0,0,0,1
29993,4,2011,1,5,8,8,13,4,3,4,3,20,4,0,0,0,1
29993,5,2015,1,5,8,8,13,4,3,4,3,20,4,0,0,0,1
30008,1,1973,1,1,7,4,1,1,0,NA,NA,NA,1,1,1,0,1
30009,1,1969,2,1,4,5,1,5,3,3,5,30,3,1,1,1,2
30009,2,1998,1,5,3,3,1,5,3,3,5,30,3,0,0,1,2
30009,3,2001,1,5,4,3,6,5,3,3,5,30,3,0,0,1,2
30009,4,2003,1,5,1,8,6,5,3,3,5,30,3,0,0,1,2
30009,5,1969,1,3,3,3,1,5,3,3,5,30,3,0,0,1,2
30016,1,1990,2,3,5,5,1,3,1,NA,NA,NA,3,1,0,1,2
30016,2,1975,1,1,3,3,1,3,1,NA,NA,NA,3,0,1,1,2
30016,3,2018,2,5,8,8,13,3,1,NA,NA,NA,3,0,0,1,2
30040,1,1982,2,1,7,7,1,1,0,NA,NA,NA,1,1,1,0,1
30079,1,1959,2,1,3,3,9,2,0,NA,NA,NA,5,1,1,0,2
30079,2,1966,1,7,3,3,11,2,0,NA,NA,NA,5,0,0,0,2
30082,1,1951,2,1,5,5,8,2,0,4,4,24,2,1,1,1,1
30082,2,1950,1,2,6,6,8,2,0,4,4,24,2,0,0,1,1
30103,1,1953,1,1,3,3,11,1,0,NA,NA,NA,1,1,1,0,2
30138,1,1973,2,2,5,5,9,2,0,NA,NA,NA,2,0,0,1,1
30138,2,1972,1,1,5,5,1,2,0,NA,NA,NA,2,1,1,1,1
30139,1,1984,1,1,6,6,1,1,0,NA,NA,NA,1,1,1,0,1
30198,1,1952,2,1,5,5,8,1,0,NA,NA,NA,1,1,1,0,1
30222,1,1989,2,1,5,5,1,2,0,NA,NA,NA,2,0,1,1,1
30222,2,1988,1,3,5,5,1,2,0,NA,NA,NA,2,1,0,1,1
30250,1,1951,2,2,6,6,7,2,0,NA,NA,NA,2,1,0,1,1
30250,2,1950,1,1,1,1,8,2,0,NA,NA,NA,2,0,1,1,1
30265,1,1935,1,1,5,3,8,2,0,5,5,31,2,1,1,1,1
30265,2,1935,2,2,3,3,8,2,0,5,5,31,2,0,0,1,1
30305,1,1994,2,1,7,7,1,2,0,NA,NA,NA,2,1,1,1,2
30305,2,1989,1,3,6,5,1,2,0,NA,NA,NA,2,0,0,1,2
30375,1,1946,2,2,3,3,7,2,0,1,2,28,2,0,0,1,1
30375,2,1947,1,1,6,5,8,2,0,1,2,28,2,1,1,1,1
30398,1,1993,2,1,7,7,6,1,0,NA,NA,NA,1,1,1,0,3
